source_file,match_id,match_label,tournament,year,round,game_id,rally,rally_length,chen_role,opponent_name,chen_score_after,opponent_score_after,chen_score_before_observed,opponent_score_before_observed,point_winner_token,point_winner_name,point_won_by_chen,winner_inferred_from_score,last_shot_by,last_shot_type,win_reason_clean,chen_scoring_reason,opponent_scoring_reason
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,11,13,A,Chou Tien Chen,5,6,4,6,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Lift,Opponent Out,Opponent Out,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,12,11,A,Chou Tien Chen,6,6,5,6,A,Chen Long,TRUE,FALSE,Chen Long,Smash,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,13,5,A,Chou Tien Chen,6,7,6,6,B,Chou Tien Chen,FALSE,TRUE,Chen Long,Unknown Shot,,,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,14,5,A,Chou Tien Chen,7,7,6,7,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Smash,Opponent Hit Net,Opponent Hit Net,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,15,4,A,Chou Tien Chen,7,8,7,7,B,Chou Tien Chen,FALSE,FALSE,Chou Tien Chen,Smash,Winner,,Opponent Winner
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,16,6,A,Chou Tien Chen,7,9,7,8,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Smash,Opponent Out,,Chen Out
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,17,18,A,Chou Tien Chen,8,9,7,9,A,Chen Long,TRUE,FALSE,Chen Long,Smash,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,18,36,A,Chou Tien Chen,8,10,8,9,B,Chou Tien Chen,FALSE,FALSE,Chou Tien Chen,Net Kill,Winner,,Opponent Winner
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,19,3,A,Chou Tien Chen,8,11,8,10,B,Chou Tien Chen,FALSE,TRUE,Chou Tien Chen,Unknown Shot,,,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,20,11,A,Chou Tien Chen,9,11,8,11,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Drive,Opponent Out,Opponent Out,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,21,6,A,Chou Tien Chen,10,11,9,11,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Shot,Opponent Hit Net,Opponent Hit Net,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,22,16,A,Chou Tien Chen,11,11,10,11,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Drive,Opponent Failed to Cross Net,Opponent Failed to Cross Net,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,23,13,A,Chou Tien Chen,11,12,11,11,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Net Shot,Opponent Hit Net,,Chen Hit Net
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,24,4,A,Chou Tien Chen,11,13,11,12,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Lift,Opponent Out,,Chen Out
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,25,13,A,Chou Tien Chen,12,13,11,13,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Drive,Opponent Failed to Cross Net,Opponent Failed to Cross Net,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,26,11,A,Chou Tien Chen,12,14,12,13,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Smash,Opponent Out,,Chen Out
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,27,2,A,Chou Tien Chen,13,14,12,14,A,Chen Long,TRUE,TRUE,Chen Long,Unknown Shot,,,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,28,20,A,Chou Tien Chen,14,14,13,14,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Shot,Opponent Failed to Cross Net,Opponent Failed to Cross Net,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,29,7,A,Chou Tien Chen,15,14,14,14,A,Chen Long,TRUE,FALSE,Chen Long,Smash,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,30,6,A,Chou Tien Chen,16,14,15,14,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Kill,Opponent Out,Opponent Out,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,31,12,A,Chou Tien Chen,17,14,16,14,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Block,Opponent Hit Net,Opponent Hit Net,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,32,4,A,Chou Tien Chen,18,14,17,14,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Shot,Opponent Hit Net,Opponent Hit Net,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,33,16,A,Chou Tien Chen,19,14,18,14,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Kill,Opponent Out,Opponent Out,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,34,13,A,Chou Tien Chen,20,14,19,14,A,Chen Long,TRUE,FALSE,Chen Long,Smash,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,35,2,A,Chou Tien Chen,20,15,20,14,B,Chou Tien Chen,FALSE,FALSE,Chou Tien Chen,Lift,Winner,,Opponent Winner
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,36,18,A,Chou Tien Chen,20,16,20,15,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Smash,Opponent Out,,Chen Out
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,37,20,A,Chou Tien Chen,20,17,20,16,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Lift,Opponent Out,,Chen Out
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,38,17,A,Chou Tien Chen,21,17,20,17,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Shot,Opponent Out,Opponent Out,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,1,8,A,Chou Tien Chen,1,0,0,0,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Shot,Opponent Hit Net,Opponent Hit Net,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,3,14,A,Chou Tien Chen,3,0,1,0,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Smash,Opponent Hit Net,Opponent Hit Net,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,4,1,A,Chou Tien Chen,3,1,3,0,B,Chou Tien Chen,FALSE,TRUE,Chen Long,Unknown Shot Type,,,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,5,12,A,Chou Tien Chen,3,2,3,1,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Drive,Opponent Failed to Cross Net,,Chen Failed to Cross Net
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,6,5,A,Chou Tien Chen,3,3,3,2,B,Chou Tien Chen,FALSE,FALSE,Chou Tien Chen,Smash,Opponent Hit Net,,Chen Hit Net
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,7,10,A,Chou Tien Chen,4,3,3,3,A,Chen Long,TRUE,FALSE,Chen Long,Smash,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,8,11,A,Chou Tien Chen,4,4,4,3,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Net Shot,Opponent Hit Net,,Chen Hit Net
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,9,18,A,Chou Tien Chen,4,5,4,4,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Lift,Opponent Out,,Chen Out
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,10,7,A,Chou Tien Chen,5,5,4,5,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Block,Opponent Failed to Cross Net,Opponent Failed to Cross Net,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,11,6,A,Chou Tien Chen,5,6,5,5,B,Chou Tien Chen,FALSE,FALSE,Chou Tien Chen,Smash,Winner,,Opponent Winner
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,12,5,A,Chou Tien Chen,6,6,5,6,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Clear,Opponent Out,Opponent Out,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,13,10,A,Chou Tien Chen,7,6,6,6,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Drive,Opponent Out,Opponent Out,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,14,10,A,Chou Tien Chen,7,7,7,6,B,Chou Tien Chen,FALSE,FALSE,Chou Tien Chen,Smash,Winner,,Opponent Winner
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,15,10,A,Chou Tien Chen,8,7,7,7,A,Chen Long,TRUE,FALSE,Chen Long,Smash,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,17,19,A,Chou Tien Chen,8,9,8,7,B,Chou Tien Chen,FALSE,FALSE,Chou Tien Chen,Push,Winner,,Opponent Winner
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,18,17,A,Chou Tien Chen,8,10,8,9,B,Chou Tien Chen,FALSE,FALSE,Chou Tien Chen,Net Kill,Winner,,Opponent Winner
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,19,1,A,Chou Tien Chen,9,10,8,10,A,Chen Long,TRUE,TRUE,Chou Tien Chen,Unknown Shot Type,,,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,20,7,A,Chou Tien Chen,9,11,9,10,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Net Shot,Opponent Hit Net,,Chen Hit Net
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,21,16,A,Chou Tien Chen,9,12,9,11,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Net Block,Opponent Failed to Cross Net,,Chen Failed to Cross Net
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,22,24,A,Chou Tien Chen,9,13,9,12,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Net Kill,Opponent Hit Net,,Chen Hit Net
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,23,5,A,Chou Tien Chen,10,13,9,13,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Lift,Opponent Out,Opponent Out,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,24,10,A,Chou Tien Chen,11,13,10,13,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Shot,Opponent Hit Net,Opponent Hit Net,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,25,20,A,Chou Tien Chen,11,14,11,13,B,Chou Tien Chen,FALSE,FALSE,Chou Tien Chen,Net Block,Winner,,Opponent Winner
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,26,17,A,Chou Tien Chen,12,14,11,14,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Block,Opponent Failed to Cross Net,Opponent Failed to Cross Net,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,27,22,A,Chou Tien Chen,12,15,12,14,B,Chou Tien Chen,FALSE,FALSE,Chou Tien Chen,Net Kill,Winner,,Opponent Winner
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,28,9,A,Chou Tien Chen,13,15,12,15,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Shot,Opponent Hit Net,Opponent Hit Net,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,29,19,A,Chou Tien Chen,14,15,13,15,A,Chen Long,TRUE,FALSE,Chen Long,Smash,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,30,1,A,Chou Tien Chen,15,15,14,15,A,Chen Long,TRUE,TRUE,Chen Long,Unknown Shot Type,,,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,31,3,A,Chou Tien Chen,16,15,15,15,A,Chen Long,TRUE,FALSE,Chen Long,Smash,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,32,15,A,Chou Tien Chen,16,16,16,15,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Net Kill,Opponent Hit Net,,Chen Hit Net
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,33,12,A,Chou Tien Chen,17,16,16,16,A,Chen Long,TRUE,FALSE,Chen Long,Net Kill,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,34,26,A,Chou Tien Chen,17,17,17,16,B,Chou Tien Chen,FALSE,FALSE,Chou Tien Chen,Net Shot,Winner,,Opponent Winner
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,35,9,A,Chou Tien Chen,18,17,17,17,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Drive,Opponent Hit Net,Opponent Hit Net,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,36,15,A,Chou Tien Chen,19,17,18,17,A,Chen Long,TRUE,FALSE,Chen Long,Push,Winner,Winner,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,37,4,A,Chou Tien Chen,20,17,19,17,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Lift,Opponent Hit Net,Opponent Hit Net,
CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set2.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,2,38,10,A,Chou Tien Chen,21,17,20,17,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Drive,Opponent Failed to Cross Net,Opponent Failed to Cross Net,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,1,22,A,Chou Tien Chen,0,1,0,0,B,Chou Tien Chen,FALSE,FALSE,Chou Tien Chen,Net Hook,Winner,,Opponent Winner
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,2,16,A,Chou Tien Chen,0,2,0,1,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Drop,Opponent Hit Net,,Chen Hit Net
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,3,13,A,Chou Tien Chen,1,2,0,2,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Shot,Opponent Failed to Cross Net,Opponent Failed to Cross Net,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,4,3,A,Chou Tien Chen,1,3,1,2,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Lift,Opponent Out,,Chen Out
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,5,18,A,Chou Tien Chen,2,3,1,3,A,Chen Long,TRUE,FALSE,Chou Tien Chen,Net Hook,Opponent Hit Net,Opponent Hit Net,
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,6,9,A,Chou Tien Chen,2,4,2,3,B,Chou Tien Chen,FALSE,FALSE,Chen Long,Net Block,Opponent Hit Net,,Chen Hit Net
CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage_set1.csv,world_tour_finals_2019_group_chou,World Tour Finals 2019 Group,World Tour Finals,2019,Group Stage,1,7,6,A,Chou Tien Chen,3,4,2,4,A,Chen Long,TRUE,FALSE,Chen Long,Smash,Winner,Winner,
