rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,source_file,match_id,match_label,tournament,year,round,game_id,player_A_name,player_B_name,chen_role,opponent_role,opponent_name,shot_by_name,is_chen_shot,shot_type_clean,point_winner_name,point_won_by_chen,win_reason_clean,lose_reason_clean
2,3.0,00:07:25,11142.0,1,1,B,2,Push,,,2.0,1,482.0,336.0,,3,799.0,592.0,,,,,1,528.0,338.0,8,573.0,470.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Push,,,,
2,4.0,00:07:26,11174.0,1,1,A,2,Drop Shot,,,1.0,3,799.0,592.0,,5,504.0,328.0,,,,,9,751.0,600.0,8,600.0,307.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Drop,,,,
2,5.0,00:07:27,11193.0,1,1,B,2,Push,,,2.0,5,504.0,328.0,,8,732.0,525.0,,,,,8,537.0,324.0,8,696.0,564.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Push,,,,
2,6.0,00:07:28,11214.0,1,1,A,2,Half Smash,,,1.0,8,732.0,525.0,,7,542.0,338.0,,,,,8,655.0,518.0,8,578.0,312.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Smash,,,,
2,7.0,00:07:29,11237.0,1,1,B,3,Net Block,,,2.0,7,542.0,338.0,,1,523.0,352.0,Failed to Cross Net,Opponent Failed to Cross Net,A,,8,576.0,328.0,8,700.0,535.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Net Block,Chen Long,TRUE,Opponent Failed to Cross Net,Opponent Failed to Cross Net
3,1.0,00:07:49,11741.0,2,1,A,1,Short Serve,,1.0,2.0,,,,,7,674.0,345.0,,,,,8,624.0,477.0,8,708.0,295.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Short Serve,,,,
3,2.0,00:07:50,11757.0,2,1,B,3,Net Shot,,,2.0,7,674.0,345.0,,10,856.0,417.0,Out,Opponent Out,A,,8,681.0,331.0,8,643.0,477.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Net Shot,Chen Long,TRUE,Opponent Out,Opponent Out
4,1.0,00:08:06,12166.0,2,2,A,1,Short Serve,,1.0,2.0,,,,,7,552.0,336.0,,,,,8,636.0,475.0,8,578.0,302.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Short Serve,,,,
4,2.0,00:08:07,12183.0,2,2,B,2,Push,,,2.0,7,552.0,336.0,,6,456.0,492.0,,,,,7,604.0,343.0,8,645.0,482.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Push,,,,
4,3.0,00:08:08,12202.0,2,2,A,2,Defensive Drive,,1.0,1.0,6,456.0,492.0,,8,720.0,333.0,,,,,8,585.0,508.0,8,592.0,316.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Drive,,,,
4,4.0,00:08:08,12222.0,2,2,B,2,Push,,1.0,2.0,8,720.0,333.0,,6,472.0,576.0,,,,,8,684.0,316.0,8,585.0,516.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Push,,,,
4,5.0,00:08:10,12253.0,2,2,A,2,Clear,,1.0,1.0,6,472.0,576.0,,3,528.0,268.0,,,,,8,516.0,580.0,8,595.0,300.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Clear,,,,
4,6.0,00:08:11,12286.0,2,2,B,2,Clear,,,1.0,3,528.0,268.0,,6,417.0,542.0,,,,,9,547.0,264.0,8,628.0,520.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Clear,,,,
4,7.0,00:08:12,12317.0,2,2,A,2,Transitional Drop,,1.0,1.0,6,417.0,542.0,,5,501.0,331.0,,,,,6,472.0,578.0,8,588.0,295.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Drop,,,,
4,8.0,00:08:13,12330.0,2,2,B,3,Net Kill,,,1.0,5,501.0,331.0,,4,355.0,607.0,Opponent Landing Winner,Landing Winner,B,,5,518.0,321.0,8,568.0,535.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Net Kill,Chou Tien Chen,FALSE,Winner,Winner
5,1.0,00:08:29,12744.0,3,2,B,1,Short Serve,,1.0,2.0,,,,,7,760.0,441.0,,,,,8,621.0,319.0,8,708.0,516.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Short Serve,,,,
5,2.0,00:08:30,12764.0,3,2,A,2,Push,,,2.0,7,760.0,441.0,,3,523.0,271.0,,,,,8,729.0,468.0,8,621.0,319.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Push,,,,
5,3.0,00:08:31,12799.0,3,2,B,2,Transitional Drop,,,1.0,3,523.0,271.0,,6,427.0,496.0,,,,,3,542.0,256.0,8,640.0,484.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Drop,,,,
5,4.0,00:08:32,12813.0,3,2,A,2,Net Shot,,1.0,1.0,6,427.0,496.0,,1,465.0,336.0,,,,,8,595.0,489.0,8,556.0,273.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Net Shot,,,,
5,5.0,00:08:33,12834.0,3,2,B,2,Lift,,,2.0,1,465.0,336.0,,6,424.0,525.0,,,,,5,513.0,328.0,8,556.0,499.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Lift,,,,
5,6.0,00:08:34,12859.0,3,2,A,2,Half Smash,1.0,,1.0,6,424.0,525.0,,5,480.0,288.0,,,,,8,511.0,556.0,8,576.0,297.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Smash,,,,
5,7.0,00:08:34,12868.0,3,2,B,2,Defensive Lift,,,2.0,5,480.0,288.0,,8,588.0,504.0,,,,,8,552.0,290.0,8,506.0,556.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Lift,,,,
5,8.0,00:08:35,12892.0,3,2,A,3,Smash,,,1.0,8,588.0,504.0,1.0,5,530.0,297.0,Opponent Landing Winner,Landing Winner,A,,8,511.0,504.0,8,571.0,283.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Smash,Chen Long,TRUE,Winner,Winner
6,1.0,00:08:57,13432.0,3,3,A,1,Short Serve,,1.0,2.0,,,,,8,669.0,331.0,,,,,8,624.0,484.0,8,705.0,300.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Short Serve,,,,
6,2.0,00:08:58,13450.0,3,3,B,2,Push,,1.0,2.0,8,669.0,331.0,,4,415.0,592.0,,,,,8,628.0,324.0,8,636.0,470.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Push,,,,
6,3.0,00:08:59,13477.0,3,3,A,2,Transitional Drop,,1.0,1.0,4,415.0,592.0,,7,744.0,336.0,,,,,4,458.0,597.0,8,578.0,295.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Drop,,,,
6,4.0,00:08:59,13498.0,3,3,B,2,Push,,1.0,2.0,7,744.0,336.0,,5,866.0,540.0,,,,,8,700.0,328.0,8,602.0,535.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Push,,,,
6,5.0,00:09:00,13520.0,3,3,A,2,Rear-court Drive,,,2.0,5,866.0,540.0,,6,748.0,283.0,,,,,5,796.0,542.0,8,667.0,302.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Drive,,,,
6,6.0,00:09:01,13537.0,3,3,B,3,Smash,1.0,,1.0,6,748.0,283.0,,5,813.0,566.0,Opponent Landing Winner,Landing Winner,B,,8,700.0,283.0,8,765.0,559.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Smash,Chou Tien Chen,FALSE,Winner,Winner
7,1.0,00:09:19,13982.0,4,3,B,1,Short Serve,,1.0,2.0,,,,,7,559.0,446.0,,,,,8,638.0,307.0,8,549.0,506.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Short Serve,,,,
7,2.0,00:09:20,14006.0,4,3,A,2,Push,,,2.0,7,559.0,446.0,,9,667.0,256.0,,,,,8,561.0,460.0,8,612.0,312.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Push,,,,
7,3.0,00:09:21,14036.0,4,3,B,2,Half Smash,1.0,,1.0,9,667.0,256.0,,6,470.0,484.0,,,,,9,681.0,264.0,8,669.0,516.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Smash,,,,
7,4.0,00:09:22,14050.0,4,3,A,2,Net Block,,1.0,2.0,6,470.0,484.0,,1,494.0,343.0,,,,,8,552.0,525.0,9,669.0,264.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Net Block,,,,
7,5.0,00:09:23,14075.0,4,3,B,2,Push,,,2.0,1,494.0,343.0,,5,852.0,578.0,,,,,8,540.0,328.0,8,532.0,484.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Push,,,,
7,6.0,00:09:24,14107.0,4,3,A,2,Transitional Drop,,,1.0,5,852.0,578.0,,6,765.0,292.0,,,,,8,789.0,590.0,8,616.0,309.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Drop,,,,
7,7.0,00:09:24,14123.0,4,3,B,2,Cross-court Net Shot,,1.0,2.0,6,765.0,292.0,,2,427.0,456.0,,,,,8,696.0,304.0,8,756.0,556.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Net Shot,,,,
7,8.0,00:09:25,14145.0,4,3,A,2,Net Shot,,1.0,2.0,2,427.0,456.0,,1,475.0,343.0,,,,,6,496.0,482.0,8,650.0,292.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Net Shot,,,,
7,9.0,00:09:26,14168.0,4,3,B,2,Push,,,2.0,1,475.0,343.0,,8,777.0,559.0,,,,,1,508.0,340.0,8,564.0,472.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Push,,,,
7,10.0,00:09:27,14192.0,4,3,A,2,Clear,,,1.0,8,777.0,559.0,,4,751.0,266.0,,,,,8,715.0,549.0,8,595.0,312.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Clear,,,,
7,11.0,00:09:28,14218.0,4,3,B,2,Clear,1.0,,1.0,4,751.0,266.0,,8,501.0,549.0,,,,,8,724.0,278.0,8,715.0,547.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Clear,,,,
7,12.0,00:09:29,14247.0,4,3,A,2,Half Smash,1.0,,1.0,8,501.0,549.0,,8,724.0,300.0,,,,,8,544.0,549.0,8,636.0,288.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Smash,,,,
7,13.0,00:09:30,14257.0,4,3,B,2,Net Block,,1.0,2.0,8,724.0,300.0,,1,787.0,432.0,,,,,8,669.0,295.0,8,528.0,590.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Net Block,,,,
7,14.0,00:09:31,14286.0,4,3,A,2,Lift,,,2.0,1,787.0,432.0,,3,540.0,268.0,,,,,7,736.0,456.0,8,676.0,288.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Lift,,,,
7,15.0,00:09:32,14313.0,4,3,B,2,Clear,,,1.0,3,540.0,268.0,,6,472.0,564.0,,,,,9,585.0,264.0,8,664.0,477.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Clear,,,,
7,16.0,00:09:33,14341.0,4,3,A,2,Half Smash,1.0,,1.0,6,472.0,564.0,,5,530.0,290.0,,,,,8,528.0,547.0,8,578.0,278.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Smash,,,,
7,17.0,00:09:34,14354.0,4,3,B,2,Cross-court Net Shot,,,2.0,5,530.0,290.0,,7,732.0,446.0,,,,,8,571.0,285.0,8,537.0,568.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chou Tien Chen,FALSE,Net Shot,,,,
7,18.0,00:09:35,14380.0,4,3,A,2,Lift,,,2.0,7,732.0,446.0,,4,768.0,259.0,,,,,7,727.0,446.0,8,614.0,307.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal_set1.csv,denmark_open_2019_qf_chou,Denmark Open 2019 QF,Denmark Open,2019,Quarterfinal,1,Chen Long,Chou Tien Chen,A,B,Chou Tien Chen,Chen Long,TRUE,Lift,,,,
